,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
83290,1794.12510952,1789.25022462,2575.34187485,830.855530424,831.847143498,837.78727104,1788.87610931,2.26240088836e-18,0.0788307193094,-0.000769151014308,0.000154116997734,0.120713201611,-0.000764668784021,-0.000939924321403,0.00126232399253,0.000541041870531,0.000349902883848,0.000159925880483,0.00129657450923,-1.48900719923e-05,0.573643687656,0.413666781314,-11.0463001804,-0.0449036592699
83308,1226.84488788,1219.4382817,2164.98443065,553.43043257,555.636650827,559.068776865,1218.78505988,1.38083177971e-15,0.0886210475792,0.000146433937739,0.000156345722535,0.0313281742808,-0.000775726852299,-0.00095351680424,-0.00995760369709,-0.00426790630787,-0.00276014261826,0.00598684717361,0.0470708594979,1.86070417814e-06,0.584374715429,0.33966529507,0.987358529653,0.00401365255956
83310,614.897108644,614.844810258,1519.91195626,514.61635155,516.802148807,519.139696851,614.46971694,1.41223063317e-20,-0.00760165095716,0.0503105804988,0.000235949331377,0.000326774898653,-0.00117068909314,-0.00143900100859,0.000577294995314,0.000247433120151,0.000160020077957,0.00155365650668,0.000149480572929,-2.12667747379e-05,0.159062392851,0.0701323949878,31.2032086838,0.126842311723
83311,1460.81129025,1459.85265023,1898.07803411,621.234212482,626.974699263,629.750981407,1458.98646047,9.37236089422e-16,-0.0467883231127,-0.00100893828561,0.000150273175129,0.000216205070749,-0.000745597226696,-0.000916481726451,-0.00243814650255,-0.00104500853361,-0.00067582846998,0.918181154512,0.736154080875,7.90636598516e-06,0.614949574899,0.486925464411,-10.0462949686,-0.0408385974333
83328,902.660240993,902.522499628,1440.62393297,742.974010519,746.989551908,747.364921146,901.717701555,5.07961571309e-15,0.0159999508077,-0.0037394923285,0.0010390529441,0.979440052631,-0.00515537781674,-0.00633694626645,0.000507873292313,0.000217678438889,0.000140777114799,0.00219924403568,0.00099229203828,-5.48940308672e-06,0.1759145423,0.120265676043,-5.47199082973,-0.0222438651615
83361,1008.25138106,1007.28393024,1395.71779044,891.459756212,896.641165518,901.335983782,1006.60433481,2.51238600506e-19,0.0499271011482,0.00617690984101,0.000124980626763,0.000408909377876,-0.000620105408867,-0.000762228258571,-0.00139120737755,-0.000596282290681,-0.000385627997501,0.0645913116665,0.35160490265,1.66603301802e-05,0.106346374034,0.0828722841217,7.13185840059,0.0289912943113
83381,1153.19818886,1136.4980158,2008.60869579,587.740768548,589.456012176,596.161689178,1135.99850767,2.10795976827e-18,-0.138825926545,-0.00222695840725,0.000145251137142,0.00571414393342,-0.000720679821495,-0.000885853465347,-0.000395455609535,-0.000169495346647,-0.000109616119973,0.0016402331991,0.00222058823543,5.0431384726e-05,0.509700812564,0.301386502083,-11.9712945567,-0.0486637990111
83393,1744.80415703,1743.8132675,1869.11723755,780.412150207,786.396113531,789.176443497,1743.48245801,6.06698139477e-20,0.0890439187102,0.00075173527644,0.000665233682743,0.000278232700503,-0.00330063158998,-0.00405710808685,-0.000896315408919,-0.000384167747978,-0.000248449168577,0.00741620838166,0.559816246309,4.85828604099e-06,0.591404444506,0.557921676115,10.4450138879,0.0424594060484
83419,1177.49695744,1177.44376265,1354.41889434,810.512132395,814.012827346,810.764034546,1176.92441424,5.37250170749e-19,-0.0173380481475,-0.0041546070408,0.00144137199395,0.00232601560485,-0.00715152894324,-0.00879059813796,-0.000362827370613,-0.000155510629948,-0.000100571916614,0.00186151182238,0.00111642254734,5.53913632208e-06,0.326700812589,0.29297993903,-17.3829911727,-0.0706625657426
83440,1432.83395253,1432.54063755,1538.15527947,892.960396221,898.736352107,894.341229941,1432.13044827,1.96006290303e-16,-0.052723749112,0.00256840939003,0.000133378259072,0.0375148303825,-0.000661771204211,-0.00081344349742,0.00284882183406,0.00122102717134,0.000789663336202,0.00676295392831,0.0351835427411,-7.62373585887e-06,0.397919283068,0.376387481751,18.4736236117,0.0750960309418
83529,1251.90821702,1249.20876132,1413.97103003,991.67734368,997.983784257,998.590096041,1248.944608,8.93383302094e-15,0.128351905215,-0.00380559026077,0.000103695638813,0.0131657289671,-0.000514497551897,-0.000632415985111,0.00109270996356,0.000468343979939,0.000302887665705,0.266019697974,0.108733064678,-2.55654110578e-05,0.207051821358,0.188835274554,-12.3100425397,-0.0500408233322
83580,1606.61652953,1605.71083025,1967.62198114,740.410909317,745.314713656,741.82142348,1604.78089047,3.13323451274e-13,0.0500463416731,-0.000108244313306,0.00258412962549,0.227973972239,-0.0128214492076,-0.015760015575,0.00126773112579,0.000543359409855,0.000351401684102,0.0278298054353,0.000503708172638,-8.84253374921e-07,0.580341424855,0.486719409981,-1.26012860169,-0.0051224739906
83590,1118.85585459,1117.99755917,1140.18979006,747.48986187,755.930733117,750.919434796,1117.80035913,3.93609628212e-16,0.197951095405,0.000243254089957,0.0013192963071,0.0142004241239,-0.00654583671982,-0.00804608644351,-0.00398018663633,-0.00170593891547,-0.0011032657151,0.000288448059704,0.86824469118,5.51661137378e-07,0.345568704716,0.340471611796,0.958758753162,0.00389739330554
83598,787.501833854,787.417796628,856.833058418,693.440820156,702.218940168,701.078476929,786.834542494,5.93037187295e-19,0.0348013459115,0.0366317675533,0.000106695894033,0.00125937996505,-0.00052938365495,-0.000650713855513,-0.00156264635883,-0.000669762370015,-0.00043314907316,0.00618236573549,0.000263710568514,1.73743979012e-05,0.110906277477,0.104437390204,26.8467409095,0.109133093128
83606,832.729214768,831.855550043,1406.02946583,695.630884224,698.530998299,696.467819693,831.060974754,4.19823719088e-19,-0.0390176285462,0.00359179383644,0.000214163833704,0.000965264157892,-0.00106259790099,-0.0013061362408,0.00113811142534,0.000487803399194,0.000315472471588,0.0146383338792,0.0131857880297,-1.18846736012e-05,0.166185616057,0.107855358959,4.24521740086,0.0172569813043
83686,1254.05180247,1244.84342025,1783.1430852,724.477247433,727.619221461,731.252599896,1243.95889048,3.30272581085e-20,-0.131167324083,0.00230105526848,0.000107833193121,0.001076362368,-0.000535026492038,-0.000657649982542,0.000495623866192,0.000212428239685,0.000137381703201,0.00188060607139,0.129689050402,-5.4201773589e-05,0.438685426219,0.322341483235,13.3963861345,0.0544568542054
83700,1138.63722885,1133.46321499,1490.52660815,532.088691567,541.146765731,533.540345368,1133.00820351,2.2364695466e-20,0.120668969098,0.000984063049071,0.000292274002717,0.000380534854379,-0.00145015027249,-0.0017825122972,-0.00060369739133,-0.000258749392211,-0.000167338543392,0.00121125617935,0.159766627691,1.64175628664e-05,0.570640438732,0.44873145313,5.65179508132,0.0229747767533
83705,1539.08281714,1527.07120374,2131.40906552,770.352156258,780.243246579,771.588626538,1526.38672643,1.27477384101e-16,-0.141452302179,0.000613998277144,0.000108154624896,0.000266317898098,-0.000536621311873,-0.000659610321426,0.00147181442432,0.000630831097187,0.000407971419865,0.457129945141,0.00460688922819,-1.81978476226e-05,0.531489077712,0.396523875975,6.12241971277,0.0248878850113
83851,1518.09677126,1517.79857528,1555.84527016,878.068755921,885.346964689,884.774264305,1517.19943138,8.62253635126e-15,-0.0886464536982,-0.00325634281586,0.000561862564508,0.544392910283,-0.00278774418336,-0.00342667127852,-0.000788110592613,-0.000337790323037,-0.00021845593586,0.00254608230693,0.147436216371,6.54185498367e-06,0.444037105136,0.435490901968,-28.4370362376,-0.115597708283
83893,881.457709266,881.006819663,951.021205103,546.32317978,546.741763261,553.180747851,880.298583717,6.26698962081e-16,-0.0803357244439,-0.0080049589586,0.000112595081723,0.0302538243145,-0.000558653136865,-0.000686691652046,-0.00109024893271,-0.000467289162997,-0.000302205493935,0.00553818405925,0.000335102003171,2.35978851886e-05,0.393404864567,0.370561920817,-21.5782443751,-0.0877164405493
83945,1489.00128638,1488.83794117,1510.54270984,548.651813346,552.998251911,557.67766982,1488.29777478,6.14091780405e-16,-0.0868604093687,-0.000631158107769,0.00850301678109,0.00541719779257,-0.0421886722303,-0.0518579546407,-0.000473701068372,-0.000203031958215,-0.000131304935093,0.00618679615111,0.0132972461405,7.19185253889e-07,0.679117084459,0.670737282902,-6.90861177828,-0.0280837877166
84042,837.489111491,837.243516213,1557.39406163,607.551326801,614.511548249,612.491231916,836.276346148,3.69735427641e-16,-0.0184681352564,-0.00122417199385,0.00227212103293,0.126871171591,-0.0112733835524,-0.0138571465278,-0.000463494931128,-0.000198657528498,-0.0001284759016,0.000558393810119,0.000207863116931,2.75069047474e-06,0.279066301889,0.162363451411,-2.28166462709,-0.00927505945972
84075,869.35545601,860.796734475,1434.20391226,672.718645878,677.675986277,675.628042265,860.400053204,2.46335266433e-18,0.122478323595,5.76923291087e-05,0.0012863824224,0.00022772159066,-0.00638253078627,-0.0078453521884,-0.00300251271429,-0.00128690027667,-0.000832264825623,0.000177132669514,0.00108085844565,7.50003382881e-07,0.222274753312,0.145211851939,0.0941311375222,0.000382646900497
84120,1014.04371592,1013.34513195,1453.50314366,648.288476984,649.208827857,655.544290095,1012.46052555,2.4509962483e-20,0.039849231468,-0.00216245094324,0.000381684285787,0.000158830178585,-0.00189376942832,-0.0023278051648,0.000619801423817,0.000265651705652,0.00017180241118,0.00855511681963,0.965882799221,-1.22450714847e-05,0.372225193194,0.274960545009,-7.4009659237,-0.0300852273321
84153,1615.71852707,1608.95626211,1802.11328799,872.255611294,872.448838701,879.119351864,1608.83313862,3.33317355918e-15,0.188216656917,-0.00079298129591,0.000488242322381,0.00609252514986,-0.00242246908811,-0.00297767825932,0.000391696657787,0.000167884230724,0.000108574178234,0.142652468507,0.000662446567936,-1.51472183494e-05,0.485435397222,0.442511254564,-8.27632024346,-0.0336435782255
84158,1118.32060485,1117.77399127,1152.9884172,994.557981054,1002.93205012,1001.66016102,1117.62710567,8.41967948244e-16,0.124913651025,-0.0269064074298,0.000234554845267,0.0192310684291,-0.00116377019377,-0.00143049635674,0.000528015709558,0.000226311635412,0.000146360380208,0.10287804713,0.0147710027089,-2.33898222747e-05,0.105542284474,0.103282416569,-37.9970624092,-0.154459603289
84178,1196.60596609,1193.47731753,2042.03218884,935.387061016,942.048890057,939.391455697,1192.83236899,1.64371523955e-15,-0.0607583068144,-0.00224968546405,0.000126445981471,0.00409994555968,-0.000627375930738,-0.000771165121796,-0.00112148490818,-0.000480677144762,-0.000310863776563,0.306818073794,0.000248668871423,2.0427711188e-05,0.219823121311,0.140062517042,-6.98891476911,-0.0284102226386
84223,1063.05240694,1060.41672301,1151.75085559,551.849309193,558.816060104,559.209751765,1059.52832019,5.13464342482e-18,-0.170703078188,-0.000634338607151,0.00124166702518,0.000601383461721,-0.00616067032363,-0.00757264320753,-0.000423011318607,-0.000181305937643,-0.000117254271611,0.00727249167277,0.000531617042917,5.51519711237e-06,0.506153381862,0.473136105126,-2.95341258369,-0.0120057422101
84313,1017.03475451,1016.68202829,1599.8233681,901.766299138,910.726567409,906.029317638,1016.20503961,3.96361206567e-17,0.0245966381949,-0.00164063733861,0.00260444676761,0.000597274129639,-0.0129222549889,-0.0158839251781,0.000396795257576,0.000170069530206,0.000109987456267,0.549143202718,0.297083040513,-2.80308467011e-06,0.110336906895,0.0769778789707,-1.99748691537,-0.00811986550965
84373,1002.87328766,1000.79016495,1990.92766743,593.927726586,593.999919878,594.854427995,1000.25201146,2.19242612732e-18,-0.0458840846758,-0.000226389900132,0.000143093660502,0.000461813474198,-0.000709975258964,-0.000872695508748,-0.0136922588331,-0.0058686085147,-0.00379534959365,0.00031951597472,0.0645762128883,1.47850460193e-06,0.43106491623,0.227990868486,-0.841603916114,-0.00342115413054
84420,754.430799652,754.328543157,873.753777969,678.788771248,687.150326628,681.403546277,753.893923768,8.34435306457e-17,-0.0292657322589,0.000188739192368,0.00168735344174,0.0330909911202,-0.00837199350805,-0.0102907827301,0.0159971282911,0.00685649347153,0.00443423507393,0.00866447104172,0.00167775595684,-1.07317385845e-07,0.0976536271776,0.08781966328,0.112892282382,0.000458911717
84426,1115.5025977,1115.12832268,1259.79138887,761.754983083,766.571664529,761.942024128,1114.60122042,8.29031572055e-15,-0.0508866705712,0.00730912581682,0.00028612413705,0.00781995454997,-0.00141963702365,-0.00174500567302,0.000418380006542,0.000179320921311,0.000115970520802,0.173609893588,0.000350093211455,-2.41987401607e-05,0.332492755382,0.302482059921,27.8063286338,0.113033856235
84453,1294.25397175,1293.97845776,1689.71858685,975.923342222,980.127867768,977.445529849,1293.84489693,2.41109855822e-17,0.0263886507022,-0.00737810351739,0.000227309247487,0.0226099665914,-0.00112782034707,-0.00138630711301,0.000538251939711,0.000230698963184,0.000149197755138,0.00630317367558,0.0946653525073,-2.36763889955e-05,0.254334496793,0.206138562166,-30.4801535398,-0.12390306317
84462,1656.59296466,1647.52619938,2129.79044835,926.045634566,934.178597459,929.663638733,1647.35808605,2.3697933853e-22,0.137547895731,-0.000865533254345,0.000145212110035,0.000587494449594,-0.000720486184124,-0.000885615447948,0.000845848622947,0.00036253729142,0.000234460308305,0.000559236345156,0.485503114529,-2.35842837747e-05,0.465275269167,0.374794631167,-9.20282361337,-0.0374098520869
84539,1583.48565351,1570.64947542,2197.25487234,661.369588428,666.964158628,670.390632803,1570.49318174,6.62143510624e-19,-0.1436199725,0.0015682156526,0.000142961705506,0.0137534028314,-0.000709320549442,-0.000871890745409,0.000462176641495,0.000198092499319,0.000128110485631,0.000499284875174,0.0335001067121,-4.38420104798e-05,0.620590494866,0.457796675001,18.1842877183,0.0739198687738
84540,835.293283423,835.247516628,860.739410257,649.582805538,659.45891252,658.412835556,834.48512371,1.11075087522e-15,0.0423842240801,0.000438288287004,0.000623462693018,0.097634995994,-0.00309338013563,-0.00380235637387,-0.0261748755121,-0.0112187550041,-0.0072553991529,0.000164278680622,0.00159221702728,1.77510104028e-07,0.218189015102,0.213482272442,0.662309267723,0.00269231409643
84583,1008.62365448,1008.13736048,1373.52674879,585.776245936,587.917322033,593.98938374,1007.25701386,4.84333623313e-17,-0.0364894965252,-0.0013943788268,0.000571247517371,0.00424551632659,-0.00283430868046,-0.00348390795963,-0.000733924368541,-0.000314565686412,-0.000203436086614,0.0116365622255,0.435581401641,6.90943508582e-06,0.436540278594,0.336037158078,-5.30456362405,-0.0215632667644
84600,1374.2218726,1374.1898466,1615.36253428,913.857557108,917.004218053,922.06297853,1374.00616603,2.81752647129e-16,-0.0115238313469,-5.02541093321e-05,0.00213117203291,0.000149829408434,-0.0105740492672,-0.0129975308128,-0.0223290088521,-0.00957038667407,-0.00618936551715,0.00927857033259,0.0176615712037,6.08737729707e-08,0.346358663672,0.304924127491,-0.299792163968,-0.0012186673332
84605,1637.95173249,1635.81381619,1708.41780656,903.552783954,912.315625986,908.453060812,1635.69453036,2.74816357633e-16,-0.172452656543,0.00122016814423,0.000690824344198,0.680752653446,-0.00342760252936,-0.00421317967828,0.000468873236747,0.000200962712072,0.000129966711136,0.000326910733439,0.261884886457,-8.94324435577e-06,0.475346280166,0.459152639426,12.9783678634,0.0527575929407
84625,1249.41960286,1248.31820271,2124.33297045,560.524825835,567.476191826,569.413994311,1247.97847268,9.04370139545e-21,0.0354656479032,0.00147461719384,0.000488519652722,0.000465615576253,-0.00242384509373,-0.00297936963365,-0.000719417837783,-0.000308348074624,-0.00019941502944,0.000127792079265,0.0773418363135,8.24242365014e-06,0.587262983255,0.356817813062,10.4543828299,0.0424974911786
84685,1711.02338473,1710.50520235,2363.68295435,889.513782081,896.235703506,898.19391562,1709.64915667,2.21040877528e-16,0.0281697548676,-0.00265669044587,0.000101493537203,0.0110285145875,-0.000503571577567,-0.000618985871025,0.00160897543524,0.000689619372107,0.000445991004025,0.0201062469087,0.000208563103375,-1.77390505891e-05,0.509025281572,0.384205891302,-32.3195142472,-0.131380139216
84694,660.993026131,658.783461546,878.214155366,501.885134307,506.942663927,509.757270815,658.370295126,1.1156190482e-15,0.100516237828,0.00588601461394,0.000161362697497,0.91625527975,-0.000800619136735,-0.000984114187113,-0.000495794313506,-0.000212501294728,-0.000137428949397,0.000201089303776,0.169647018723,3.62087462852e-05,0.234004575245,0.186615518909,5.87405949454,0.0238782906282
